# 2294 distinct multisets of maximal run lengths
# count  multiset
2 9,4,4,4,3,2,2,2,2,2,2,2,2,2,2
2 9,5,3,3,2,2,2,2,2,2,2,2,2,2
2 9,5,3,3,3,2,2,2,2,2,2,2,2,2,2
2 10,3,2,2,2,2,2,2,2,2,2,2
2 10,3,3,2,2,2,2,2,2,2,2,2,2,2
2 10,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2 10,3,3,3,2,2,2,2,2,2,2,2,2,2,2
2 10,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2 10,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,3,3,3,3,2,2,2,2,2,2,2,2,2
2 10,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
2 10,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2 10,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,2,2,2,2,2,2,2,2,2
2 10,4,3,2,2,2,2,2,2,2,2,2,2,2
2 10,4,3,3,2,2,2,2,2,2,2,2,2
2 10,4,3,3,2,2,2,2,2,2,2,2,2,2
2 10,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,3,3,3,3,2,2,2,2,2,2,2,2,2
2 10,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2 10,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,4,3,3,2,2,2,2,2,2,2,2,2,2
2 10,4,4,3,3,3,2,2,2,2,2,2,2,2
2 10,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 10,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
2 10,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 11,3,2,2,2,2,2,2,2,2,2
2 11,3,2,2,2,2,2,2,2,2,2,2,2
2 11,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 11,3,3,2,2,2,2,2,2,2,2,2
2 11,3,3,2,2,2,2,2,2,2,2,2,2
2 11,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2 11,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 11,4,3,3,2,2,2,2,2,2,2,2,2,2,2
2 11,4,3,3,3,2,2,2,2,2,2,2,2,2,2
2 11,4,3,3,3,3,2,2,2,2,2,2,2,2
2 11,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2 11,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 11,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2
2 11,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 11,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2 11,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2 11,4,4,3,3,2,2,2,2,2,2,2,2,2
2 11,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 11,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 11,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 11,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
2 11,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 11,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 12,3,3,3,2,2,2,2,2,2,2,2,2
2 12,3,3,3,2,2,2,2,2,2,2,2,2,2
2 12,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 12,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 12,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2 13,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 13,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 14,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 14,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 14,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 14,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
2 14,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2 14,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 15,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2 15,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2 15,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
2 15,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
2 15,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 2,2,2,2,2,2,2,2
1 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 3,2,2,2,2,2
1 3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 3,3,3,2,2,2,2
1 3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 3,3,3,3,3,2,2,2
1 3,3,3,3,3,3,2,2,2
1 3,3,3,3,3,3,3,2,2,2,2,2
1 3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 3,3,3,3,3,3,3,3,3,2,2,2,2,2
1 3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
1 4,2,2,2,2,2,2
1 4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 4,3,3,3,3,3,3,3,3,2,2,2
1 4,3,3,3,3,3,3,3,3,3,2,2,2
1 4,3,3,3,3,3,3,3,3,3,2,2,2,2,2
1 4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 4,4,3,2,2,2,2,2,2
1 4,4,3,3,2,2,2,2
1 4,4,3,3,3,2,2,2,2
1 4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 4,4,3,3,3,3,3,3,3,2,2,2,2
1 4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 4,4,3,3,3,3,3,3,3,3,2,2,2,2,2
1 4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2
1 4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
1 4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2
1 4,4,4,2,2,2,2,2,2,2
1 4,4,4,3,2,2,2,2
1 4,4,4,3,2,2,2,2,2
1 4,4,4,3,3,2,2,2
1 4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 4,4,4,3,3,3,3,2,2,2,2
1 4,4,4,3,3,3,3,3,3,2,2,2,2,2,2
1 4,4,4,3,3,3,3,3,3,3,2,2,2,2,2
1 4,4,4,4,2,2,2,2,2,2,2
1 4,4,4,4,2,2,2,2,2,2,2,2
1 4,4,4,4,2,2,2,2,2,2,2,2,2,2
1 4,4,4,4,3,2,2,2,2,2,2
1 4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 4,4,4,4,3,3,2,2,2,2,2,2
1 4,4,4,4,3,3,3,2,2,2,2,2
1 4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 4,4,4,4,3,3,3,3,3,2,2,2,2
1 4,4,4,4,3,3,3,3,3,2,2,2,2,2,2
1 4,4,4,4,3,3,3,3,3,3,2,2,2,2
1 4,4,4,4,3,3,3,3,3,3,2,2,2,2,2
1 4,4,4,4,4,3,2,2,2,2,2,2,2,2
1 4,4,4,4,4,3,3,2,2,2,2,2,2,2
1 4,4,4,4,4,3,3,3,2,2,2,2,2,2,2
1 4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2
1 4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2
1 4,4,4,4,4,3,3,3,3,3,2,2,2,2
1 5,2,2,2,2,2,2,2,2
1 5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,3,3,2,2,2,2
1 5,3,3,3,2,2,2
1 5,3,3,3,3,3,2,2,2,2,2
1 5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,3,3,3,3,3,3,2,2,2,2
1 5,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,3,3,3,3,3,3,3,2,2,2,2
1 5,3,3,3,3,3,3,3,3,2,2,2,2
1 5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2
1 5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,4,3,2,2,2,2,2
1 5,4,3,2,2,2,2,2,2
1 5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,4,3,3,2,2,2,2,2
1 5,4,3,3,3,2,2,2,2
1 5,4,3,3,3,3,3,3,3,2,2,2,2,2
1 5,4,3,3,3,3,3,3,3,3,2,2,2
1 5,4,4,2,2,2,2,2,2,2,2
1 5,4,4,2,2,2,2,2,2,2,2,2
1 5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,4,4,3,2,2,2,2,2
1 5,4,4,3,2,2,2,2,2,2
1 5,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,4,4,3,3,3,2,2,2,2,2
1 5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,4,4,3,3,3,3,3,3,2,2,2,2,2
1 5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2
1 5,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,4,4,4,3,3,2,2,2,2,2,2
1 5,4,4,4,3,3,3,2,2,2
1 5,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 5,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2
1 5,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 5,4,4,4,3,3,3,3,3,2,2,2
1 5,4,4,4,3,3,3,3,3,2,2,2,2
1 5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2
1 5,4,4,4,4,3,2,2,2,2,2,2,2,2,2
1 5,4,4,4,4,3,3,2,2,2,2,2,2
1 5,4,4,4,4,3,3,2,2,2,2,2,2,2,2
1 5,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2
1 5,4,4,4,4,3,3,3,2,2,2,2
1 5,4,4,4,4,3,3,3,2,2,2,2,2,2
1 5,4,4,4,4,3,3,3,2,2,2,2,2,2,2
1 5,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2
1 5,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2
1 5,4,4,4,4,3,3,3,3,2,2,2,2
1 5,4,4,4,4,3,3,3,3,3,2,2,2
1 5,5,2,2,2,2,2,2,2,2,2,2,2
1 5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,3,2,2,2,2,2,2
1 5,5,3,3,2,2,2,2,2
1 5,5,3,3,2,2,2,2,2,2
1 5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,3,3,3,3,2,2,2,2,2
1 5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 5,5,3,3,3,3,3,3,2,2,2,2,2
1 5,5,3,3,3,3,3,3,2,2,2,2,2,2,2
1 5,5,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
1 5,5,3,3,3,3,3,3,3,2,2,2,2
1 5,5,3,3,3,3,3,3,3,2,2,2,2,2
1 5,5,4,2,2,2,2,2,2,2,2
1 5,5,4,2,2,2,2,2,2,2,2,2,2
1 5,5,4,2,2,2,2,2,2,2,2,2,2,2
1 5,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,4,3,2,2,2,2,2
1 5,5,4,3,2,2,2,2,2,2,2
1 5,5,4,3,3,2,2,2,2,2,2
1 5,5,4,3,3,3,2,2,2,2
1 5,5,4,3,3,3,2,2,2,2,2,2
1 5,5,4,3,3,3,3,2,2,2,2,2
1 5,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 5,5,4,3,3,3,3,3,2,2,2,2,2,2
1 5,5,4,3,3,3,3,3,3,2,2,2,2,2
1 5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,4,4,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,4,4,3,2,2,2,2,2,2,2,2,2,2,2
1 5,5,4,4,3,3,3,3,3,3,2,2,2
1 5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,4,4,4,2,2,2,2,2,2,2,2,2,2
1 5,5,4,4,4,3,3,3,2,2,2,2,2,2
1 5,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,3,3,2,2,2,2,2,2,2,2,2,2
1 5,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,3,3,3,3,2,2,2,2,2,2,2
1 5,5,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 5,5,5,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 6,2,2,2,2,2,2,2,2,2
1 6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 6,3,2,2,2,2,2,2,2
1 6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 6,3,3,2,2,2,2,2,2
1 6,3,3,3,2,2,2,2
1 6,3,3,3,2,2,2,2,2
1 6,3,3,3,2,2,2,2,2,2
1 6,3,3,3,3,3,3,3,2,2,2,2,2
1 6,3,3,3,3,3,3,3,2,2,2,2,2,2,2
1 6,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2
1 6,3,3,3,3,3,3,3,3,2,2,2,2,2
1 6,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2
1 6,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2
1 6,4,2,2,2,2,2,2,2,2,2,2,2,2
1 6,4,3,2,2,2,2,2
1 6,4,3,2,2,2,2,2,2
1 6,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 6,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 6,4,3,3,3,2,2,2,2
1 6,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 6,4,3,3,3,3,3,3,3,2,2,2,2
1 6,4,3,3,3,3,3,3,3,2,2,2,2,2
1 6,4,4,2,2,2,2,2,2,2,2,2
1 6,4,4,2,2,2,2,2,2,2,2,2,2,2,2
1 6,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2
1 6,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 6,4,4,3,2,2,2,2,2,2,2
1 6,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2
1 6,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 6,4,4,3,3,2,2,2,2
1 6,4,4,3,3,3,3,2,2,2,2
1 6,4,4,3,3,3,3,2,2,2,2,2,2
1 6,4,4,3,3,3,3,3,3,2,2,2,2,2
1 6,4,4,3,3,3,3,3,3,2,2,2,2,2,2
1 6,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2
1 6,4,4,4,2,2,2,2,2,2,2,2,2
1 6,4,4,4,2,2,2,2,2,2,2,2,2,2
1 6,4,4,4,3,2,2,2,2,2
1 6,4,4,4,3,2,2,2,2,2,2,2,2,2,2
1 6,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2
1 6,4,4,4,3,3,2,2,2,2,2,2
1 6,4,4,4,3,3,3,2,2,2,2,2,2
1 6,4,4,4,3,3,3,2,2,2,2,2,2,2,2
1 6,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2
1 6,4,4,4,3,3,3,3,2,2,2,2
1 6,4,4,4,3,3,3,3,2,2,2,2,2,2
1 6,4,4,4,3,3,3,3,3,2,2,2
1 6,4,4,4,3,3,3,3,3,2,2,2,2
1 6,4,4,4,3,3,3,3,3,2,2,2,2,2,2
1 6,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2
1 6,4,4,4,4,3,3,2,2,2,2,2
1 6,4,4,4,4,3,3,2,2,2,2,2,2,2
1 6,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2
1 6,5,2,2,2,2,2,2,2,2,2,2
1 6,5,3,2,2,2,2,2,2,2
1 6,5,3,2,2,2,2,2,2,2,2
1 6,5,3,2,2,2,2,2,2,2,2,2
1 6,5,3,3,2,2,2,2,2,2
1 6,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 6,5,3,3,3,2,2,2,2,2,2
1 6,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
1 6,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
1 6,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2
1 6,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2
1 6,5,3,3,3,3,3,3,2,2,2,2,2,2
1 6,5,4,2,2,2,2,2,2,2,2,2,2
1 6,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1 6,5,4,3,2,2,2,2,2,2
1 6,5,4,3,2,2,2,2,2,2,2
